bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
1.18048,1.17957,1.18048,1.17942,1.18057,1.17966,1.18057,1.1795,1424
1.17957,1.17917,1.1797,1.17906,1.17966,1.17926,1.17978,1.17915,1228
1.17917,1.17951,1.17962,1.17903,1.17926,1.1796,1.17971,1.17911,947
1.17951,1.17961,1.17983,1.17925,1.1796,1.17969,1.17991,1.17932,1527
1.17961,1.18021,1.1805,1.17951,1.17969,1.1803,1.18059,1.17961,1641
1.18021,1.18023,1.18049,1.18,1.1803,1.18031,1.18059,1.18009,1971
1.18023,1.18036,1.18053,1.18005,1.18031,1.18045,1.18061,1.18013,2096
1.18036,1.18052,1.18075,1.18022,1.18045,1.18061,1.18084,1.1803,1832
1.18052,1.18036,1.18056,1.18031,1.18061,1.18044,1.18064,1.18039,1219
1.18036,1.18074,1.18076,1.18035,1.18044,1.18082,1.18085,1.18044,1395
1.18074,1.18111,1.18133,1.18065,1.18082,1.18119,1.18142,1.18074,2074
1.18111,1.18102,1.18118,1.1807,1.18119,1.1811,1.18126,1.18079,1960
1.18102,1.18141,1.1816,1.18078,1.1811,1.18148,1.18168,1.18087,2936
1.18141,1.1814,1.18175,1.18136,1.18148,1.18148,1.18183,1.18143,2685
1.1814,1.18193,1.18195,1.18124,1.18148,1.18202,1.18203,1.18131,2180
1.18193,1.1817,1.18195,1.18168,1.18202,1.18178,1.18203,1.18176,692
1.1817,1.18195,1.18199,1.18167,1.18178,1.18203,1.18208,1.18174,952
1.18195,1.18237,1.18245,1.18193,1.18203,1.18246,1.18253,1.18202,948
1.18237,1.18242,1.18244,1.18207,1.18246,1.18251,1.18251,1.18215,824
1.18242,1.18279,1.18283,1.18237,1.18251,1.18287,1.18291,1.18245,958
1.18279,1.18275,1.18294,1.18243,1.18287,1.18284,1.18301,1.18251,1223
1.18275,1.18356,1.18364,1.18269,1.18284,1.18365,1.18372,1.18276,1305
1.18356,1.18359,1.18376,1.18343,1.18365,1.18367,1.18385,1.18351,1397
1.18359,1.18272,1.18361,1.18271,1.18367,1.1828,1.18369,1.18279,1657
1.18272,1.18227,1.18302,1.18217,1.1828,1.18236,1.18311,1.18225,1720
1.18227,1.18208,1.18232,1.18203,1.18236,1.18217,1.1824,1.18211,1031
1.18208,1.1822,1.18259,1.18207,1.18217,1.18226,1.18268,1.18215,1477
1.1822,1.18167,1.1822,1.18163,1.18226,1.18174,1.18228,1.18171,1382
1.18167,1.18175,1.182,1.18159,1.18174,1.18183,1.18208,1.18166,1105
1.18175,1.18264,1.18267,1.18172,1.18183,1.18271,1.18276,1.18181,1321
1.18264,1.18206,1.18269,1.18187,1.18271,1.18215,1.18278,1.18196,1438
1.18206,1.18174,1.18236,1.18167,1.18215,1.18182,1.18244,1.18175,906
1.18174,1.18174,1.18223,1.1817,1.18182,1.18182,1.18231,1.18178,1223
1.18174,1.1819,1.1819,1.18138,1.18182,1.18199,1.18199,1.18147,1172
1.1819,1.18179,1.18191,1.18163,1.18199,1.18188,1.182,1.18173,1007
1.18179,1.18207,1.18224,1.18148,1.18188,1.18216,1.18232,1.18156,953
1.18207,1.18236,1.1824,1.18187,1.18216,1.18245,1.18249,1.18199,925
1.18236,1.18245,1.18273,1.18233,1.18245,1.18254,1.18282,1.1824,866
1.18245,1.18262,1.18266,1.18226,1.18254,1.18269,1.18274,1.18234,975
1.18262,1.18245,1.18275,1.18239,1.18269,1.18254,1.18284,1.18247,788
1.18245,1.18194,1.18251,1.18193,1.18254,1.18202,1.1826,1.18201,629
1.18194,1.18238,1.18262,1.18194,1.18202,1.18245,1.1827,1.18202,1120
1.18238,1.18221,1.1825,1.18216,1.18245,1.18229,1.18258,1.18224,906
1.18221,1.1822,1.18249,1.18216,1.18229,1.18228,1.18258,1.18225,842
1.1822,1.1818,1.18222,1.18175,1.18228,1.18187,1.1823,1.18185,976
1.1818,1.18177,1.18195,1.18157,1.18187,1.18185,1.18203,1.18164,1021
1.18177,1.18182,1.18239,1.18172,1.18185,1.1819,1.18247,1.18181,963
1.18182,1.18189,1.18199,1.18158,1.1819,1.18197,1.18208,1.18167,621
1.18189,1.18181,1.18238,1.18173,1.18197,1.1819,1.18246,1.18182,1347
1.18181,1.18216,1.18233,1.18167,1.1819,1.18225,1.1824,1.18175,777
1.18216,1.18217,1.18225,1.18201,1.18225,1.18225,1.18234,1.1821,569
1.18217,1.18184,1.18238,1.18178,1.18225,1.18192,1.18247,1.18186,1027
1.18184,1.18201,1.18227,1.18185,1.18192,1.1821,1.18234,1.18192,1357
1.18201,1.18266,1.18279,1.182,1.1821,1.18276,1.18288,1.1821,1795
1.18266,1.18263,1.1829,1.18257,1.18276,1.18271,1.18298,1.18265,929
1.18263,1.18257,1.18283,1.18252,1.18271,1.18265,1.1829,1.1826,721
1.18257,1.1827,1.18292,1.18242,1.18265,1.18278,1.183,1.18249,1103
1.1827,1.18261,1.18278,1.1826,1.18278,1.18267,1.18286,1.18267,434
1.18261,1.18256,1.18277,1.18239,1.18267,1.18265,1.18285,1.18246,857
1.18256,1.18248,1.18275,1.18239,1.18265,1.18256,1.18283,1.18247,822
1.18248,1.18277,1.1831,1.18241,1.18256,1.18285,1.18318,1.18249,1994
1.18277,1.18276,1.18286,1.18252,1.18285,1.18285,1.18294,1.1826,1153
1.18276,1.18326,1.18385,1.18276,1.18285,1.18335,1.18395,1.18285,2521
1.18326,1.18224,1.18325,1.18215,1.18335,1.18232,1.18335,1.18224,2283
1.18224,1.1821,1.18231,1.18198,1.18232,1.18219,1.1824,1.18206,1283
1.1821,1.1817,1.1821,1.18166,1.18219,1.18178,1.18219,1.18172,1238
1.1817,1.18135,1.1819,1.18129,1.18178,1.18143,1.18198,1.18137,2022
1.18135,1.18171,1.18177,1.18131,1.18143,1.1818,1.18186,1.18139,1723
1.18171,1.18149,1.1818,1.18139,1.1818,1.18159,1.18189,1.18146,2375
1.18149,1.18181,1.18189,1.18135,1.18159,1.1819,1.18197,1.18144,1296
1.18181,1.18255,1.18255,1.18178,1.1819,1.18263,1.18263,1.18186,1400
1.18255,1.18293,1.18299,1.18248,1.18263,1.18301,1.18306,1.18256,1388
1.18293,1.18275,1.18322,1.18272,1.18301,1.18283,1.18331,1.1828,2006
1.18275,1.18356,1.18362,1.18271,1.18283,1.18365,1.1837,1.18279,2006
1.18356,1.18366,1.18371,1.18301,1.18365,1.18375,1.18379,1.18309,2343
1.18366,1.18336,1.18375,1.18333,1.18375,1.18344,1.18384,1.18341,2103
1.18336,1.18302,1.18342,1.18298,1.18344,1.18311,1.18351,1.18305,1309
1.18302,1.18328,1.18347,1.18301,1.18311,1.18341,1.18357,1.18309,1152
1.18328,1.18308,1.18348,1.18292,1.18341,1.18317,1.18354,1.18301,1657
1.18308,1.183,1.18326,1.18294,1.18317,1.18309,1.18335,1.18302,1401
1.183,1.18367,1.18383,1.183,1.18309,1.18376,1.18391,1.1831,1570
1.18367,1.18337,1.18395,1.1833,1.18376,1.18347,1.18403,1.18339,1629
1.18337,1.18315,1.18377,1.18312,1.18347,1.18323,1.18386,1.1832,1764
1.18315,1.18334,1.18343,1.18311,1.18323,1.18343,1.18352,1.1832,1181
1.18334,1.18312,1.18365,1.18307,1.18343,1.18318,1.18374,1.18314,1450
1.18312,1.18282,1.18317,1.18244,1.18318,1.1829,1.18325,1.18252,2172
1.18282,1.18346,1.18363,1.1827,1.1829,1.18356,1.18372,1.18279,1498
1.18346,1.18304,1.18353,1.18295,1.18356,1.18311,1.18361,1.18302,1197
1.18304,1.18232,1.18304,1.18215,1.18311,1.18241,1.18312,1.18223,1864
1.18232,1.1825,1.18262,1.18206,1.18241,1.18258,1.18271,1.18214,1727
1.1825,1.18276,1.18282,1.18218,1.18258,1.18282,1.18291,1.18225,1535
1.18276,1.18269,1.18291,1.18255,1.18282,1.18277,1.18299,1.18263,1551
1.18269,1.18202,1.18271,1.18193,1.18277,1.1821,1.18278,1.182,1179
1.18202,1.18109,1.18226,1.18097,1.1821,1.18118,1.18235,1.18105,2244
1.18109,1.18129,1.18133,1.18056,1.18118,1.18137,1.18142,1.18064,2680
1.18129,1.18118,1.18133,1.1808,1.18137,1.18125,1.18142,1.18088,1835
1.18118,1.18172,1.18198,1.18112,1.18125,1.18181,1.18207,1.18119,2182
1.18172,1.18081,1.18171,1.18054,1.18181,1.18089,1.1818,1.18062,1615
1.18081,1.18118,1.18144,1.18077,1.18089,1.18126,1.18152,1.18084,2191
1.18118,1.18136,1.18163,1.18078,1.18126,1.18146,1.18172,1.18086,2406
1.18136,1.18152,1.18175,1.18131,1.18146,1.1816,1.18184,1.18139,2428
1.18152,1.18151,1.18209,1.18121,1.1816,1.1816,1.18217,1.18129,2422
1.18151,1.1819,1.18213,1.1815,1.1816,1.18197,1.18222,1.18159,2103
1.1819,1.1814,1.18194,1.18108,1.18197,1.18148,1.18202,1.18115,2176
1.1814,1.18195,1.18195,1.18131,1.18148,1.18205,1.18205,1.18139,1959
1.18195,1.18248,1.18248,1.18165,1.18205,1.18256,1.18257,1.18174,2099
1.18248,1.18244,1.18266,1.18204,1.18256,1.18252,1.18275,1.18213,2319
1.18244,1.1828,1.18285,1.18212,1.18252,1.1829,1.18294,1.18219,2669
1.1828,1.1824,1.18293,1.18211,1.1829,1.18249,1.18301,1.18219,2625
1.1824,1.18245,1.18272,1.18214,1.18249,1.18255,1.1828,1.18223,2103
1.18245,1.18284,1.18285,1.18229,1.18255,1.18292,1.18294,1.18236,1824
1.18284,1.18266,1.18285,1.18245,1.18292,1.18275,1.18293,1.18254,1627
1.18266,1.18237,1.18282,1.18236,1.18275,1.18244,1.18291,1.18244,1312
1.18237,1.18241,1.18259,1.18226,1.18244,1.18249,1.18268,1.18235,1202
1.18241,1.18242,1.18286,1.18231,1.18249,1.18251,1.18294,1.1824,1939
1.18242,1.18285,1.18301,1.18226,1.18251,1.18294,1.1831,1.18234,1668
1.18285,1.18271,1.18296,1.18236,1.18294,1.18278,1.18304,1.18244,1291
1.18271,1.1826,1.18287,1.18238,1.18278,1.18269,1.18295,1.18244,1087
1.1826,1.18188,1.18268,1.18188,1.18269,1.18197,1.18277,1.18197,1226
1.18188,1.1814,1.18198,1.18128,1.18197,1.18147,1.18206,1.18134,1829
1.1814,1.18114,1.18171,1.18108,1.18147,1.18123,1.18179,1.18115,1896
1.18114,1.1814,1.18146,1.18103,1.18123,1.18148,1.18154,1.1811,1484
1.1814,1.18157,1.18159,1.1812,1.18148,1.18166,1.18167,1.18128,1120
1.18157,1.18167,1.18178,1.18151,1.18166,1.18175,1.18187,1.18159,1027
1.18167,1.18146,1.18171,1.18123,1.18175,1.18156,1.1818,1.18131,1301
1.18146,1.18159,1.1817,1.18136,1.18156,1.18167,1.18179,1.18143,1159
1.18159,1.18187,1.18188,1.18149,1.18167,1.18195,1.18197,1.18157,1198
1.18187,1.18149,1.1819,1.18145,1.18195,1.18156,1.18199,1.18153,1334
1.18149,1.1812,1.18165,1.18111,1.18156,1.18128,1.18172,1.18118,1171
1.1812,1.18088,1.18133,1.18079,1.18128,1.18097,1.18142,1.18086,1781
1.18088,1.18003,1.18096,1.18,1.18097,1.18011,1.18106,1.18008,1981
1.18003,1.18078,1.18087,1.17989,1.18011,1.18086,1.18096,1.17996,1623
1.18078,1.18127,1.1813,1.18055,1.18086,1.18135,1.18139,1.18064,1210
1.18127,1.18125,1.18133,1.18121,1.18135,1.18133,1.18141,1.18129,914
1.18125,1.18185,1.18186,1.18118,1.18133,1.18194,1.18194,1.18124,905
1.18185,1.18165,1.18187,1.18142,1.18194,1.18173,1.18196,1.18151,893
1.18165,1.18134,1.18171,1.18133,1.18173,1.18142,1.18179,1.18141,855
1.18134,1.18143,1.18149,1.18128,1.18142,1.18152,1.18158,1.18136,1000
1.18143,1.18216,1.1822,1.18131,1.18152,1.18226,1.1823,1.18137,2822
1.18216,1.18076,1.18228,1.18059,1.18226,1.18085,1.18236,1.18069,6133
1.18076,1.18035,1.18085,1.18023,1.18085,1.18043,1.18093,1.18032,2770
1.18035,1.18103,1.18103,1.18025,1.18043,1.18111,1.18111,1.18035,2625
1.18103,1.18109,1.18112,1.1806,1.18111,1.18117,1.18121,1.18068,1861
1.18109,1.18095,1.18122,1.18067,1.18117,1.18104,1.18131,1.18075,1622
1.18095,1.18086,1.18117,1.1805,1.18104,1.18095,1.18125,1.18058,2474
1.18086,1.18097,1.18139,1.18066,1.18095,1.18105,1.18146,1.18075,1545
1.18097,1.1811,1.18119,1.18069,1.18105,1.18118,1.18128,1.18075,2205
1.1811,1.18091,1.18142,1.18077,1.18118,1.181,1.1815,1.18086,1679
1.18091,1.18092,1.18108,1.18086,1.181,1.181,1.18116,1.18094,901
1.18092,1.1812,1.18141,1.18092,1.181,1.1813,1.18148,1.181,1291
1.1812,1.18112,1.18143,1.18111,1.1813,1.1812,1.18152,1.1812,1308
1.18112,1.18132,1.18146,1.18099,1.1812,1.18142,1.18155,1.18107,1137
1.18132,1.18142,1.18149,1.18123,1.18142,1.18151,1.18156,1.1813,744
1.18142,1.18128,1.18142,1.18115,1.18151,1.18135,1.1815,1.18121,956
1.18128,1.18109,1.18141,1.18101,1.18135,1.18118,1.1815,1.18109,887
1.18109,1.18072,1.18112,1.18064,1.18118,1.1808,1.18121,1.18071,1057
1.18072,1.1806,1.1809,1.18047,1.1808,1.18069,1.18098,1.18054,1023
1.1806,1.18062,1.18071,1.18042,1.18069,1.18071,1.1808,1.1805,915
1.18062,1.18042,1.18066,1.18036,1.18071,1.18051,1.18075,1.18045,566
1.18042,1.18032,1.18042,1.18021,1.18051,1.18039,1.1805,1.18028,606
1.18032,1.18029,1.18042,1.18018,1.18039,1.18037,1.1805,1.18026,556
1.18029,1.18046,1.18051,1.18027,1.18037,1.18055,1.1806,1.18035,495
1.18046,1.18032,1.18052,1.18031,1.18055,1.1804,1.1806,1.18039,696
1.18032,1.18038,1.18049,1.18032,1.1804,1.18046,1.18057,1.1804,506
1.18038,1.1802,1.18041,1.18015,1.18046,1.18029,1.18049,1.18024,342
1.1802,1.18008,1.18032,1.18005,1.18029,1.18016,1.1804,1.18014,604
1.18008,1.18013,1.18023,1.18001,1.18016,1.18022,1.18033,1.1801,875
1.18013,1.17982,1.18014,1.17976,1.18022,1.1799,1.18023,1.17984,680
1.17982,1.17978,1.17999,1.17975,1.1799,1.17986,1.18008,1.17985,373
1.17978,1.17973,1.17978,1.17964,1.17986,1.17981,1.17986,1.17974,353
1.17973,1.17982,1.17984,1.17968,1.17981,1.17991,1.17993,1.17976,212
1.17982,1.17993,1.17995,1.17978,1.17991,1.18001,1.18005,1.17987,111
1.17993,1.17998,1.18001,1.17983,1.18001,1.18005,1.1801,1.17991,119
1.17998,1.17995,1.18001,1.17987,1.18005,1.18004,1.1801,1.17995,231
1.17995,1.18023,1.18025,1.17993,1.18004,1.18032,1.18034,1.18001,356
1.18023,1.18007,1.18023,1.18002,1.18032,1.18017,1.18031,1.18011,130
1.18007,1.17993,1.18008,1.17991,1.18017,1.18002,1.18017,1.18,274
1.17993,1.17982,1.17997,1.17981,1.18002,1.17991,1.18006,1.1799,201
1.17982,1.17962,1.17982,1.17961,1.17991,1.17971,1.17991,1.17969,276
1.17962,1.17977,1.17993,1.17961,1.17971,1.18015,1.18032,1.1797,365
1.17977,1.17992,1.17993,1.17977,1.18015,1.18025,1.18035,1.18024,24
1.17992,1.17991,1.18004,1.17988,1.18025,1.18015,1.1803,1.18001,109
1.17991,1.17972,1.17995,1.17969,1.18015,1.17986,1.18014,1.17983,121
1.17972,1.17975,1.17977,1.17972,1.17986,1.17987,1.17988,1.17982,214
1.17975,1.1798,1.17988,1.17976,1.17987,1.17994,1.18,1.17986,61
1.1798,1.17964,1.17979,1.17962,1.17994,1.17988,1.17995,1.17986,137
1.17964,1.17974,1.17977,1.17965,1.17988,1.17996,1.17998,1.17988,112
1.17974,1.17975,1.1798,1.17966,1.17996,1.17996,1.17999,1.17992,160
1.17975,1.17966,1.17978,1.17962,1.17996,1.17984,1.17997,1.17981,480
1.17966,1.17969,1.17975,1.17964,1.17984,1.17989,1.17996,1.17979,132
1.17969,1.17966,1.1798,1.17966,1.17989,1.17991,1.17997,1.17987,133
1.17966,1.1797,1.17972,1.17958,1.17991,1.17987,1.17991,1.17974,100
1.1797,1.17973,1.17993,1.17969,1.17987,1.17982,1.18002,1.17981,343
1.17973,1.17969,1.17975,1.17964,1.17982,1.17979,1.17984,1.17974,94
1.17969,1.17977,1.17979,1.17965,1.17979,1.17987,1.17989,1.17975,119
1.17977,1.17978,1.17987,1.17976,1.17987,1.1799,1.17997,1.17986,83
1.17978,1.17978,1.17992,1.17976,1.1799,1.17988,1.18001,1.17986,109
1.17978,1.17979,1.17982,1.17972,1.17988,1.17989,1.17993,1.17982,70
1.17979,1.17982,1.17984,1.17974,1.17989,1.17992,1.17993,1.17983,85
1.17982,1.17988,1.17989,1.17979,1.17992,1.17997,1.17999,1.17987,58
1.17988,1.17987,1.1799,1.17978,1.17997,1.17996,1.17999,1.17988,69
1.17987,1.17988,1.17988,1.17987,1.17996,1.17997,1.17998,1.17993,7
1.17988,1.17969,1.17988,1.17967,1.17997,1.17977,1.17997,1.17977,136
1.17969,1.17968,1.17974,1.17963,1.17977,1.17977,1.17982,1.17972,145
1.17968,1.17963,1.17973,1.17955,1.17977,1.17972,1.17981,1.17964,244
1.17963,1.17963,1.17966,1.17958,1.17972,1.17972,1.17974,1.17967,74
1.17963,1.17963,1.1797,1.17949,1.17972,1.17973,1.17979,1.17958,308
1.17963,1.17959,1.17962,1.17954,1.17973,1.17968,1.17972,1.17962,76
1.17959,1.17954,1.17959,1.17949,1.17968,1.17963,1.17967,1.17957,91
1.17954,1.17954,1.17955,1.17942,1.17963,1.17962,1.17964,1.17951,214
1.17954,1.17944,1.17955,1.17942,1.17962,1.17952,1.17963,1.1795,177
1.17944,1.17945,1.17947,1.17939,1.17952,1.17953,1.17955,1.17948,140
1.17945,1.17933,1.17945,1.17929,1.17953,1.17942,1.17953,1.17937,219
1.17933,1.17931,1.17957,1.1793,1.17942,1.17939,1.17967,1.17938,354
1.17931,1.17928,1.17933,1.17915,1.17939,1.17937,1.1794,1.17924,251
1.17928,1.17928,1.17934,1.17919,1.17937,1.17935,1.17942,1.17928,183
1.17928,1.1799,1.1799,1.17912,1.17935,1.17998,1.17999,1.17921,505
1.1799,1.17957,1.17989,1.17947,1.17998,1.17966,1.17998,1.17955,355
1.17957,1.17963,1.17976,1.17959,1.17966,1.17973,1.17985,1.17966,194
1.17963,1.17952,1.17964,1.17948,1.17973,1.17961,1.17973,1.17956,151
1.17952,1.1796,1.17963,1.17948,1.17961,1.17969,1.17972,1.17956,231
1.1796,1.1796,1.17963,1.17952,1.17969,1.17969,1.17972,1.17961,135
1.1796,1.17983,1.17997,1.17956,1.17969,1.17992,1.18006,1.17965,302
1.17983,1.18003,1.18009,1.17975,1.17992,1.18012,1.18017,1.17985,266
1.18003,1.1803,1.18031,1.17994,1.18012,1.18039,1.18039,1.18002,196
1.1803,1.18048,1.18064,1.18025,1.18039,1.18058,1.18072,1.18033,526
1.18048,1.18059,1.18074,1.1804,1.18058,1.18068,1.18082,1.18047,487
1.18059,1.18054,1.18074,1.18053,1.18068,1.18063,1.18083,1.1806,474
1.18054,1.18058,1.18066,1.18053,1.18063,1.18066,1.18074,1.18061,277
1.18058,1.18079,1.18079,1.1805,1.18066,1.18087,1.18088,1.18059,244
1.18079,1.18084,1.18099,1.18074,1.18087,1.18093,1.18107,1.18083,327
1.18084,1.18053,1.18083,1.18053,1.18093,1.18062,1.18092,1.18062,220
1.18053,1.18064,1.18069,1.18048,1.18062,1.18072,1.18078,1.18057,213
1.18064,1.18044,1.18063,1.18033,1.18072,1.18053,1.18072,1.18042,321
1.18044,1.18047,1.18066,1.1804,1.18053,1.18056,1.18074,1.18049,313
1.18047,1.18061,1.18064,1.1804,1.18056,1.1807,1.18073,1.18049,219
1.18061,1.1807,1.18074,1.18054,1.1807,1.18078,1.18083,1.18062,192
1.1807,1.18033,1.1807,1.18033,1.18078,1.18041,1.18078,1.18041,230
1.18033,1.18028,1.18044,1.18017,1.18041,1.18037,1.18052,1.18026,349
1.18028,1.18019,1.1804,1.18013,1.18037,1.18028,1.18049,1.18022,328
1.18019,1.1802,1.18025,1.18012,1.18028,1.18027,1.18033,1.1802,127
1.1802,1.18044,1.18044,1.18019,1.18027,1.18052,1.18053,1.18027,307
1.18044,1.18035,1.18044,1.18028,1.18052,1.18043,1.18053,1.18036,176
1.18035,1.18034,1.18056,1.18033,1.18043,1.18043,1.18063,1.18042,164
1.18034,1.18018,1.18038,1.18018,1.18043,1.18026,1.18046,1.18026,169
1.18018,1.17993,1.18017,1.17993,1.18026,1.18001,1.18026,1.18001,170
1.17993,1.17984,1.18,1.17983,1.18001,1.17992,1.18009,1.1799,241
1.17984,1.17978,1.17989,1.17974,1.17992,1.17986,1.17998,1.17982,139
1.17978,1.17974,1.1799,1.17971,1.17986,1.17981,1.17997,1.17979,177
1.17974,1.17982,1.17983,1.17966,1.17981,1.17991,1.17993,1.17974,154
1.17982,1.17988,1.17989,1.17978,1.17991,1.17996,1.17998,1.17986,158
1.17988,1.17993,1.17994,1.17978,1.17996,1.18002,1.18003,1.17986,185
1.17993,1.17984,1.17999,1.17973,1.18002,1.17992,1.18007,1.17981,218
1.17984,1.17961,1.17984,1.17959,1.17992,1.1797,1.17992,1.17968,192
1.17961,1.17948,1.17974,1.17936,1.1797,1.17958,1.17983,1.17945,328
1.17948,1.17948,1.17953,1.17929,1.17958,1.17957,1.17962,1.17937,383
1.17948,1.17949,1.1795,1.17938,1.17957,1.17957,1.17958,1.17948,199
1.17949,1.17933,1.17948,1.17921,1.17957,1.17942,1.17957,1.1793,246
1.17933,1.17942,1.17944,1.17933,1.17942,1.17949,1.17953,1.1794,194
1.17942,1.17968,1.17973,1.17941,1.17949,1.17976,1.17982,1.1795,261
1.17968,1.17985,1.17991,1.17967,1.17976,1.17994,1.17999,1.17975,378
1.17985,1.17974,1.17988,1.17974,1.17994,1.17983,1.17996,1.17983,212
1.17974,1.17975,1.17979,1.17969,1.17983,1.17984,1.17987,1.17978,138
1.17975,1.17984,1.17984,1.17973,1.17984,1.17992,1.17992,1.17982,91
1.17984,1.17975,1.17985,1.17975,1.17992,1.17984,1.17994,1.17983,88
1.17975,1.17979,1.17988,1.17975,1.17984,1.17987,1.17997,1.17983,150
1.17979,1.17974,1.17978,1.17963,1.17987,1.17983,1.17986,1.17971,127
1.17974,1.17972,1.17982,1.1797,1.17983,1.17981,1.17991,1.17978,190
1.17972,1.17968,1.17973,1.17953,1.17981,1.17977,1.17982,1.17962,123
1.17968,1.17984,1.17987,1.17962,1.17977,1.17992,1.17995,1.17971,173
1.17984,1.17968,1.17983,1.17954,1.17992,1.17977,1.17992,1.17963,214
1.17968,1.17981,1.17981,1.1796,1.17977,1.17989,1.17989,1.17968,203
1.17981,1.17974,1.17991,1.17974,1.17989,1.17983,1.17999,1.17982,210
1.17974,1.18003,1.18004,1.17975,1.17983,1.18012,1.18014,1.17983,242
1.18003,1.18034,1.18039,1.18002,1.18012,1.18043,1.18048,1.18011,457
1.18034,1.18054,1.1806,1.18027,1.18043,1.18064,1.18069,1.18033,391
1.18054,1.18072,1.18079,1.18049,1.18064,1.1808,1.18087,1.18057,332
1.18072,1.18054,1.18077,1.18053,1.1808,1.18063,1.18085,1.18062,250
1.18054,1.1803,1.18054,1.18027,1.18063,1.18038,1.18062,1.18035,120
1.1803,1.1804,1.18043,1.18023,1.18038,1.18048,1.18048,1.18032,204
1.1804,1.1805,1.18051,1.18025,1.18048,1.18059,1.1806,1.18034,152
1.1805,1.18034,1.1805,1.18016,1.18059,1.18043,1.18059,1.18024,552
1.18034,1.18029,1.18044,1.18021,1.18043,1.18039,1.18051,1.1803,220
1.18029,1.18056,1.18057,1.1803,1.18039,1.18064,1.18066,1.18039,199
1.18056,1.18046,1.18056,1.18034,1.18064,1.18055,1.18065,1.18043,174
1.18046,1.18097,1.18098,1.18043,1.18055,1.18105,1.18107,1.18052,434
1.18097,1.18095,1.18099,1.1807,1.18105,1.18104,1.18108,1.18079,363
1.18095,1.18049,1.18095,1.18047,1.18104,1.18059,1.18103,1.18055,461
1.18049,1.1807,1.18071,1.17988,1.18059,1.18079,1.18079,1.17997,1261
1.1807,1.1804,1.18091,1.18019,1.18079,1.18048,1.181,1.18028,998
1.1804,1.17938,1.1804,1.17926,1.18048,1.17947,1.18049,1.17934,2063
1.17938,1.17863,1.17964,1.17859,1.17947,1.17872,1.17973,1.17869,2271
1.17863,1.17829,1.17881,1.17811,1.17872,1.17839,1.1789,1.1782,2466
1.17829,1.17785,1.17831,1.17708,1.17839,1.17794,1.17839,1.17717,3068
1.17785,1.17821,1.17831,1.17741,1.17794,1.1783,1.17839,1.1775,2630
1.17821,1.17789,1.17861,1.1778,1.1783,1.17797,1.17869,1.17789,1869
1.17789,1.17802,1.17842,1.17777,1.17797,1.17811,1.1785,1.17785,2287
1.17802,1.17706,1.17803,1.17706,1.17811,1.17714,1.17812,1.17714,2280
1.17706,1.1777,1.1777,1.17706,1.17714,1.17778,1.17779,1.17714,1678
1.1777,1.17774,1.17783,1.17719,1.17778,1.17782,1.17792,1.17726,1849
1.17774,1.17755,1.17787,1.17705,1.17782,1.17762,1.17796,1.17713,2915
1.17755,1.17772,1.17789,1.17725,1.17762,1.17778,1.17797,1.17734,2234
1.17772,1.17749,1.17779,1.17722,1.17778,1.17758,1.17787,1.1773,1979
1.17749,1.17803,1.17818,1.17741,1.17758,1.17811,1.17827,1.1775,2141
1.17803,1.17821,1.17845,1.17778,1.17811,1.1783,1.17853,1.17788,1669
1.17821,1.17761,1.17828,1.1771,1.1783,1.1777,1.17835,1.17718,2412
1.17761,1.17756,1.17805,1.17736,1.1777,1.17765,1.17813,1.17744,2134
1.17756,1.17675,1.17762,1.17663,1.17765,1.17683,1.17771,1.1767,2333
1.17675,1.17721,1.17722,1.17669,1.17683,1.1773,1.1773,1.17679,1468
1.17721,1.17737,1.17777,1.17716,1.1773,1.17745,1.17785,1.17725,1822
1.17737,1.17812,1.17818,1.17729,1.17745,1.1782,1.17826,1.17736,1238
1.17812,1.17802,1.17815,1.17769,1.1782,1.1781,1.17824,1.17777,1967
1.17802,1.17758,1.1785,1.17748,1.1781,1.17766,1.17859,1.17756,2439
1.17758,1.17771,1.17799,1.17748,1.17766,1.1778,1.17808,1.17757,1977
1.17771,1.17737,1.17793,1.1773,1.1778,1.17745,1.17802,1.17739,2202
1.17737,1.17663,1.17741,1.17659,1.17745,1.17671,1.1775,1.17667,2609
1.17663,1.17642,1.17675,1.17594,1.17671,1.17652,1.17685,1.17602,3419
1.17642,1.17636,1.17645,1.17587,1.17652,1.17642,1.17654,1.17595,2006
1.17636,1.17605,1.17651,1.17605,1.17642,1.17614,1.17659,1.17614,1459
1.17605,1.17666,1.17667,1.17601,1.17614,1.17674,1.17675,1.17611,1274
1.17666,1.17645,1.17675,1.17639,1.17674,1.17653,1.17683,1.17648,1339
1.17645,1.17686,1.17694,1.17636,1.17653,1.17694,1.17702,1.17645,1817
1.17686,1.17646,1.17686,1.17645,1.17694,1.17655,1.17693,1.17653,961
1.17646,1.17637,1.17663,1.17631,1.17655,1.17646,1.17671,1.17639,1203
1.17637,1.17634,1.17654,1.17618,1.17646,1.17643,1.17663,1.17626,1130
1.17634,1.1765,1.17685,1.17631,1.17643,1.17659,1.17694,1.17639,1359
1.1765,1.17637,1.17665,1.17622,1.17659,1.17644,1.17674,1.1763,1207
1.17637,1.17691,1.17696,1.17634,1.17644,1.177,1.17705,1.17643,972
