bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
1.16224,1.1621,1.16225,1.16208,1.16235,1.1622,1.16235,1.16218,77
1.1621,1.16209,1.16211,1.16204,1.1622,1.1622,1.16221,1.16214,101
1.16209,1.16206,1.16211,1.16206,1.1622,1.16216,1.16221,1.16216,18
1.16206,1.16236,1.16238,1.16206,1.16216,1.16246,1.16246,1.16215,89
1.16236,1.1624,1.16249,1.16226,1.16246,1.16249,1.16258,1.16235,194
1.1624,1.16235,1.16241,1.16221,1.16249,1.16245,1.16251,1.1623,169
1.16235,1.16237,1.16242,1.16228,1.16245,1.16246,1.16251,1.16237,185
1.16237,1.1624,1.1624,1.16232,1.16246,1.16251,1.16251,1.16241,107
1.1624,1.16234,1.16241,1.16214,1.16251,1.16245,1.16251,1.16222,585
1.16234,1.16248,1.16252,1.16221,1.16245,1.16257,1.16261,1.16231,676
1.16248,1.16367,1.16405,1.16243,1.16257,1.16378,1.16416,1.16253,2042
1.16367,1.16346,1.16391,1.16303,1.16378,1.16356,1.16401,1.16313,1433
1.16346,1.16313,1.16357,1.16302,1.16356,1.16323,1.16366,1.1631,1090
1.16313,1.16294,1.16315,1.16294,1.16323,1.16303,1.16325,1.16303,423
1.16294,1.16312,1.16337,1.16264,1.16303,1.1632,1.16345,1.16273,1208
1.16312,1.16315,1.16329,1.16305,1.1632,1.16324,1.16337,1.16314,678
1.16315,1.16298,1.16315,1.16289,1.16324,1.16306,1.16323,1.16298,682
1.16298,1.16271,1.16302,1.16267,1.16306,1.16278,1.16309,1.16275,643
1.16271,1.16282,1.16294,1.16254,1.16278,1.1629,1.16304,1.16262,854
1.16282,1.16281,1.16295,1.1627,1.1629,1.16289,1.16304,1.16278,451
1.16281,1.16271,1.16301,1.16267,1.16289,1.1628,1.1631,1.16276,466
1.16271,1.16296,1.1631,1.16271,1.1628,1.16303,1.16318,1.16279,316
1.16296,1.1631,1.1631,1.16295,1.16303,1.16318,1.16319,1.16304,321
1.1631,1.1632,1.16343,1.16305,1.16318,1.16329,1.16353,1.16314,562
1.1632,1.1632,1.16351,1.16318,1.16329,1.1633,1.1636,1.16326,601
1.1632,1.16339,1.16347,1.16321,1.1633,1.16348,1.16355,1.1633,412
1.16339,1.16334,1.16348,1.16315,1.16348,1.16343,1.16356,1.16323,566
1.16334,1.16303,1.16334,1.16298,1.16343,1.16311,1.16342,1.16307,507
1.16303,1.16335,1.16339,1.16297,1.16311,1.16343,1.16348,1.16305,378
1.16335,1.16324,1.16349,1.16322,1.16343,1.16333,1.16358,1.16331,419
1.16324,1.16329,1.16334,1.16313,1.16333,1.16339,1.16343,1.16321,238
1.16329,1.16313,1.1633,1.16308,1.16339,1.16321,1.16339,1.16317,181
1.16313,1.16309,1.16328,1.16302,1.16321,1.16319,1.16337,1.16311,577
1.16309,1.1629,1.16309,1.1628,1.16319,1.16299,1.16318,1.16289,525
1.1629,1.16366,1.16369,1.1629,1.16299,1.16374,1.16377,1.16298,655
1.16366,1.16356,1.16369,1.16348,1.16374,1.16364,1.16378,1.16357,407
1.16356,1.16394,1.16405,1.16356,1.16364,1.16403,1.16413,1.16365,1039
1.16394,1.1636,1.16398,1.16356,1.16403,1.16368,1.16407,1.16365,712
1.1636,1.16345,1.16366,1.16339,1.16368,1.16354,1.16375,1.16349,455
1.16345,1.16364,1.16365,1.16339,1.16354,1.16373,1.16374,1.16348,343
1.16364,1.16377,1.16377,1.16358,1.16373,1.16385,1.16386,1.16366,316
1.16377,1.16374,1.16392,1.16354,1.16385,1.16383,1.16401,1.16363,698
1.16374,1.16359,1.16377,1.16339,1.16383,1.16369,1.16386,1.16349,299
1.16359,1.16355,1.16369,1.16345,1.16369,1.16364,1.16378,1.16353,261
1.16355,1.16351,1.1636,1.16326,1.16364,1.16361,1.16368,1.16336,577
1.16351,1.16329,1.16351,1.16319,1.16361,1.16338,1.1636,1.16328,180
1.16329,1.16345,1.1635,1.16328,1.16338,1.16354,1.16359,1.16336,254
1.16345,1.16326,1.16346,1.16326,1.16354,1.16334,1.16354,1.16334,154
1.16326,1.16323,1.16331,1.16313,1.16334,1.16331,1.16338,1.16322,178
1.16323,1.16314,1.16323,1.16306,1.16331,1.16323,1.16332,1.16314,301
1.16314,1.16319,1.16324,1.16308,1.16323,1.16327,1.16333,1.16317,297
1.16319,1.16341,1.16351,1.16317,1.16327,1.16349,1.1636,1.16324,153
1.16341,1.16335,1.16347,1.16332,1.16349,1.16344,1.16356,1.1634,137
1.16335,1.16344,1.16357,1.16324,1.16344,1.16353,1.16365,1.16333,557
1.16344,1.16394,1.16398,1.16338,1.16353,1.16402,1.16406,1.16347,284
1.16394,1.16427,1.16441,1.16392,1.16402,1.16434,1.1645,1.164,757
1.16427,1.16426,1.1643,1.16408,1.16434,1.16434,1.16438,1.16416,492
1.16426,1.16394,1.1643,1.16391,1.16434,1.16404,1.16438,1.164,517
1.16394,1.16396,1.16404,1.1639,1.16404,1.16404,1.16415,1.164,270
1.16396,1.16406,1.1641,1.16395,1.16404,1.16415,1.16419,1.16403,88
1.16406,1.16425,1.16436,1.164,1.16415,1.16434,1.16445,1.1641,259
1.16425,1.164,1.16431,1.16396,1.16434,1.16408,1.1644,1.16405,354
1.164,1.16369,1.164,1.16357,1.16408,1.16378,1.1641,1.16364,541
1.16369,1.16346,1.1638,1.16344,1.16378,1.1635,1.16389,1.1635,394
1.16346,1.16331,1.16343,1.16326,1.1635,1.16339,1.16352,1.16332,218
1.16331,1.1626,1.16331,1.16257,1.16339,1.16269,1.1634,1.16266,657
1.1626,1.1628,1.1629,1.1626,1.16269,1.1629,1.163,1.1627,263
1.1628,1.16285,1.16299,1.16278,1.1629,1.16294,1.16307,1.16287,332
1.16285,1.16277,1.16299,1.16265,1.16294,1.16286,1.16306,1.16274,536
1.16277,1.16265,1.16288,1.16261,1.16286,1.16275,1.16297,1.1627,301
1.16265,1.16246,1.16266,1.16242,1.16275,1.16254,1.16276,1.1625,364
1.16246,1.16266,1.16266,1.16238,1.16254,1.16274,1.16274,1.16245,436
1.16266,1.16255,1.16272,1.16252,1.16274,1.16264,1.1628,1.16261,434
1.16255,1.1627,1.1628,1.16253,1.16264,1.1628,1.16289,1.16262,256
1.1627,1.16327,1.16332,1.1627,1.1628,1.16336,1.16341,1.16279,607
1.16327,1.16294,1.16329,1.16282,1.16336,1.16302,1.16337,1.1629,572
1.16294,1.16301,1.16311,1.16286,1.16302,1.16309,1.16321,1.16295,474
1.16301,1.16269,1.16301,1.16252,1.16309,1.16279,1.16309,1.16261,457
1.16269,1.16286,1.16287,1.16261,1.16279,1.16295,1.16296,1.16269,487
1.16286,1.16245,1.16296,1.1624,1.16295,1.16254,1.16306,1.16249,434
1.16245,1.16223,1.16251,1.16222,1.16254,1.16232,1.1626,1.16231,475
1.16223,1.16225,1.16252,1.16211,1.16232,1.16235,1.16261,1.16219,710
1.16225,1.1624,1.16255,1.16216,1.16235,1.1625,1.16264,1.16225,321
1.1624,1.16215,1.16244,1.16202,1.1625,1.16223,1.16253,1.16211,711
1.16215,1.16215,1.16238,1.16185,1.16223,1.16224,1.16245,1.16195,936
1.16215,1.1621,1.16236,1.16209,1.16224,1.16219,1.16245,1.16218,744
1.1621,1.16118,1.16239,1.16116,1.16219,1.16127,1.16247,1.16125,2398
1.16118,1.1615,1.1617,1.16115,1.16127,1.16159,1.16178,1.16123,1096
1.1615,1.16126,1.16185,1.16112,1.16159,1.16134,1.16194,1.16122,1314
1.16126,1.16088,1.16134,1.16021,1.16134,1.16098,1.16141,1.16031,3319
1.16088,1.161,1.16118,1.16077,1.16098,1.16111,1.16129,1.16085,1516
1.161,1.16036,1.16116,1.16031,1.16111,1.16045,1.16124,1.1604,1670
1.16036,1.1599,1.16059,1.15973,1.16045,1.15998,1.16068,1.15981,1708
1.1599,1.15924,1.1599,1.15915,1.15998,1.15934,1.15997,1.15924,2534
1.15924,1.15919,1.15946,1.15885,1.15934,1.15929,1.15956,1.15892,2157
1.15919,1.15932,1.15949,1.15907,1.15929,1.1594,1.15957,1.15914,1553
1.15932,1.15861,1.15946,1.15846,1.1594,1.15871,1.15955,1.15855,1953
1.15861,1.15828,1.1589,1.15813,1.15871,1.15836,1.15897,1.15822,2159
1.15828,1.15806,1.15828,1.15751,1.15836,1.15816,1.15835,1.1576,3382
1.15806,1.1573,1.15807,1.15718,1.15816,1.15737,1.15817,1.15725,2267
1.1573,1.15727,1.1577,1.15718,1.15737,1.15735,1.15778,1.15727,1989
1.15727,1.1573,1.15743,1.15707,1.15735,1.15739,1.15751,1.15715,2436
1.1573,1.15845,1.15862,1.15713,1.15739,1.15856,1.1587,1.15721,2875
1.15845,1.15826,1.15854,1.15794,1.15856,1.15835,1.15862,1.15802,1968
1.15826,1.15805,1.1585,1.15738,1.15835,1.15813,1.15859,1.15746,2687
1.15805,1.15884,1.15905,1.15804,1.15813,1.15893,1.15913,1.15813,2139
1.15884,1.15868,1.15898,1.15859,1.15893,1.15877,1.15907,1.15868,1733
1.15868,1.15839,1.1588,1.15812,1.15877,1.15849,1.15889,1.15819,2255
1.15839,1.15821,1.15844,1.1581,1.15849,1.1583,1.15853,1.15817,1313
1.15821,1.158,1.15838,1.15774,1.1583,1.15809,1.15846,1.15782,1929
1.158,1.15877,1.15972,1.15787,1.15809,1.15886,1.15982,1.15794,5346
1.15877,1.15812,1.15891,1.15795,1.15886,1.1582,1.159,1.15804,2794
1.15812,1.15833,1.15845,1.15761,1.1582,1.15843,1.15855,1.15769,2480
1.15833,1.15844,1.15884,1.15817,1.15843,1.15852,1.15892,1.15825,2289
1.15844,1.15608,1.15845,1.15585,1.15852,1.15618,1.15853,1.15595,3886
1.15608,1.15563,1.15642,1.15528,1.15618,1.15573,1.15651,1.15533,5614
1.15563,1.15559,1.15564,1.15457,1.15573,1.15568,1.15573,1.15465,4283
1.15559,1.15558,1.15598,1.15536,1.15568,1.15567,1.15608,1.15545,2953
1.15558,1.15523,1.15573,1.15483,1.15567,1.15534,1.15581,1.15493,3116
1.15523,1.15504,1.15577,1.15414,1.15534,1.15513,1.15586,1.15425,5619
1.15504,1.15519,1.15569,1.155,1.15513,1.15528,1.15578,1.1551,2625
1.15519,1.15535,1.15589,1.15492,1.15528,1.15544,1.15599,1.15502,2755
1.15535,1.15581,1.15599,1.15529,1.15544,1.1559,1.15606,1.1554,2115
1.15581,1.15548,1.15592,1.15527,1.1559,1.15556,1.156,1.15536,2153
1.15548,1.15437,1.15549,1.15437,1.15556,1.15446,1.15556,1.15444,2521
1.15437,1.15309,1.15437,1.15308,1.15446,1.15318,1.15447,1.15317,3373
1.15309,1.15341,1.15363,1.15302,1.15318,1.15347,1.15372,1.15309,2408
1.15341,1.15357,1.15366,1.1532,1.15347,1.15367,1.15374,1.15327,1949
1.15357,1.15382,1.15384,1.15332,1.15367,1.15391,1.15391,1.15339,1441
1.15382,1.15432,1.15462,1.15377,1.15391,1.15441,1.1547,1.15386,2057
1.15432,1.15466,1.15493,1.15402,1.15441,1.15475,1.15501,1.1541,1607
1.15466,1.15432,1.15475,1.15431,1.15475,1.15441,1.15485,1.1544,1329
1.15432,1.15421,1.15449,1.15413,1.15441,1.1543,1.15457,1.1542,1348
1.15421,1.15508,1.15546,1.15421,1.1543,1.15516,1.15554,1.15429,1999
1.15508,1.15502,1.15554,1.15485,1.15516,1.15511,1.15562,1.15493,1574
1.15502,1.15518,1.15543,1.15496,1.15511,1.15527,1.1555,1.15504,1148
1.15518,1.15565,1.15582,1.15505,1.15527,1.15573,1.15592,1.15513,1408
1.15565,1.1557,1.15597,1.15557,1.15573,1.15579,1.15606,1.15565,1413
1.1557,1.15455,1.15577,1.15455,1.15579,1.15464,1.15587,1.15464,1628
1.15455,1.1549,1.1551,1.15454,1.15464,1.15499,1.15519,1.15462,1275
1.1549,1.15489,1.15496,1.15428,1.15499,1.15497,1.15505,1.15438,1320
1.15489,1.15484,1.15508,1.1546,1.15497,1.15491,1.15517,1.15469,1195
1.15484,1.1547,1.15489,1.15431,1.15491,1.15479,1.15497,1.15439,1236
1.1547,1.15471,1.15522,1.15462,1.15479,1.15481,1.15531,1.15469,1649
1.15471,1.15505,1.15506,1.1545,1.15481,1.15513,1.15516,1.15459,1644
1.15505,1.1552,1.15534,1.1548,1.15513,1.1553,1.15542,1.1549,1893
1.1552,1.1548,1.15527,1.15451,1.1553,1.15489,1.15536,1.15462,1884
1.1548,1.15476,1.15491,1.15442,1.15489,1.15484,1.155,1.15451,1681
1.15476,1.15447,1.15488,1.15437,1.15484,1.15454,1.15497,1.15444,2034
1.15447,1.15453,1.15484,1.15431,1.15454,1.15462,1.15494,1.15439,1972
1.15453,1.15464,1.15468,1.15408,1.15462,1.15471,1.15476,1.15417,1969
1.15464,1.15495,1.15496,1.15399,1.15471,1.15505,1.15505,1.15408,1869
1.15495,1.15481,1.15503,1.15443,1.15505,1.15489,1.1551,1.15453,2075
1.15481,1.15471,1.15514,1.15465,1.15489,1.1548,1.15523,1.15474,1703
1.15471,1.1549,1.15498,1.15454,1.1548,1.15499,1.15508,1.15463,1172
1.1549,1.15513,1.15525,1.15454,1.15499,1.1552,1.15535,1.15461,1013
1.15513,1.15468,1.15513,1.15467,1.1552,1.15478,1.15522,1.15477,1206
1.15468,1.15444,1.15484,1.15395,1.15478,1.15454,1.15493,1.15403,2047
1.15444,1.1538,1.15475,1.15358,1.15454,1.1539,1.15483,1.15366,3326
1.1538,1.15388,1.15392,1.1535,1.1539,1.15397,1.154,1.15359,2247
1.15388,1.15331,1.15389,1.15328,1.15397,1.15341,1.15399,1.15337,2256
1.15331,1.15385,1.15394,1.15332,1.15341,1.15393,1.15402,1.15341,1859
1.15385,1.15383,1.15394,1.15343,1.15393,1.15392,1.15401,1.15351,1662
1.15383,1.15478,1.15481,1.15358,1.15392,1.15487,1.1549,1.15367,2261
1.15478,1.1548,1.15488,1.15428,1.15487,1.15489,1.15498,1.15437,1978
1.1548,1.15444,1.15493,1.15408,1.15489,1.15453,1.155,1.15418,2463
1.15444,1.15588,1.1563,1.15445,1.15453,1.15597,1.15638,1.15454,4035
1.15588,1.15533,1.15588,1.15511,1.15597,1.15541,1.15596,1.1552,1995
1.15533,1.15552,1.15594,1.15533,1.15541,1.15561,1.15602,1.15542,1695
1.15552,1.15539,1.15593,1.15501,1.15561,1.15548,1.156,1.15509,1641
1.15539,1.15516,1.15594,1.155,1.15548,1.15525,1.15603,1.15509,1865
1.15516,1.15581,1.15598,1.15501,1.15525,1.1559,1.15607,1.1551,1581
1.15581,1.15552,1.15612,1.15535,1.1559,1.1556,1.15622,1.15544,2049
1.15552,1.15578,1.1563,1.15543,1.1556,1.15587,1.15639,1.15552,2112
1.15578,1.15623,1.15625,1.15565,1.15587,1.15633,1.15633,1.15573,1781
1.15623,1.1566,1.15665,1.15596,1.15633,1.15669,1.15673,1.15604,1912
1.1566,1.15579,1.1566,1.15541,1.15669,1.15587,1.15668,1.15551,2737
1.15579,1.15623,1.15628,1.15567,1.15587,1.15632,1.15636,1.15575,2489
1.15623,1.15548,1.15627,1.1553,1.15632,1.15557,1.15635,1.15538,1838
1.15548,1.15549,1.15595,1.15523,1.15557,1.15558,1.15602,1.15532,1927
1.15549,1.15539,1.15574,1.15518,1.15558,1.15549,1.15583,1.15525,1872
1.15539,1.15608,1.15633,1.15538,1.15549,1.15616,1.1564,1.15546,2381
1.15608,1.15672,1.15673,1.15553,1.15616,1.15681,1.15683,1.15562,2509
1.15672,1.15638,1.1571,1.15622,1.15681,1.15647,1.1572,1.1563,2788
1.15638,1.15646,1.15711,1.15625,1.15647,1.15656,1.15721,1.15633,2789
1.15646,1.15641,1.15673,1.15632,1.15656,1.15649,1.15681,1.1564,2662
1.15641,1.15672,1.15674,1.15625,1.15649,1.1568,1.15681,1.15633,2289
1.15672,1.15631,1.15677,1.15616,1.1568,1.15641,1.15684,1.15625,2632
1.15631,1.15646,1.1566,1.15619,1.15641,1.15655,1.15668,1.15627,1805
1.15646,1.15645,1.15678,1.15641,1.15655,1.15653,1.15684,1.15649,1869
1.15645,1.15632,1.15651,1.15601,1.15653,1.15639,1.15659,1.1561,1898
1.15632,1.15693,1.1572,1.15626,1.15639,1.15703,1.15729,1.15634,2764
1.15693,1.15689,1.15724,1.15667,1.15703,1.15699,1.15731,1.15675,2150
1.15689,1.15645,1.15694,1.15622,1.15699,1.15654,1.15702,1.1563,3156
1.15645,1.15605,1.15661,1.15602,1.15654,1.15613,1.1567,1.15609,2332
1.15605,1.15663,1.15676,1.15604,1.15613,1.15671,1.15686,1.15612,1382
1.15663,1.15664,1.15682,1.15645,1.15671,1.15673,1.15691,1.15654,1332
1.15664,1.15689,1.157,1.15661,1.15673,1.15698,1.15709,1.15669,1635
1.15689,1.15825,1.15838,1.1569,1.15698,1.15834,1.15848,1.15698,3967
1.15825,1.1576,1.15832,1.15758,1.15834,1.15769,1.15841,1.15765,3311
1.1576,1.15775,1.15802,1.1576,1.15769,1.15784,1.15809,1.1577,1606
1.15775,1.15843,1.15872,1.1576,1.15784,1.15851,1.15879,1.15768,2328
1.15843,1.15769,1.15846,1.15764,1.15851,1.15779,1.15854,1.15774,1290
1.15769,1.15777,1.15785,1.15747,1.15779,1.15786,1.15792,1.15755,1034
1.15777,1.15758,1.15778,1.15749,1.15786,1.15766,1.15787,1.15757,581
1.15758,1.15775,1.15795,1.15749,1.15766,1.15784,1.15803,1.15759,1047
1.15775,1.15749,1.15779,1.15741,1.15784,1.15757,1.15787,1.15749,781
1.15749,1.15761,1.15765,1.15728,1.15757,1.15769,1.15774,1.15737,664
1.15761,1.15699,1.1576,1.15694,1.15769,1.15708,1.15769,1.15701,867
1.15699,1.15705,1.15713,1.15659,1.15708,1.15713,1.15721,1.15668,1146
1.15705,1.15711,1.15724,1.15689,1.15713,1.1572,1.15734,1.15698,886
1.15711,1.15678,1.15719,1.15673,1.1572,1.15686,1.15727,1.15682,665
1.15678,1.15653,1.15679,1.15652,1.15686,1.1566,1.15688,1.1566,524
1.15653,1.15679,1.15685,1.15651,1.1566,1.15687,1.15695,1.15659,632
1.15679,1.15694,1.15703,1.15654,1.15687,1.15703,1.15711,1.15662,827
1.15694,1.15678,1.15725,1.15678,1.15703,1.15687,1.15733,1.15687,745
1.15678,1.15694,1.1571,1.15664,1.15687,1.15703,1.15719,1.15673,740
1.15694,1.15696,1.15721,1.1568,1.15703,1.15705,1.1573,1.15688,784
1.15696,1.15696,1.15717,1.15679,1.15705,1.15704,1.15725,1.15687,577
1.15696,1.15734,1.15738,1.15692,1.15704,1.15743,1.15747,1.157,392
1.15734,1.15786,1.15796,1.15734,1.15743,1.15795,1.15805,1.15744,925
1.15786,1.1579,1.15831,1.15782,1.15795,1.15799,1.15839,1.1579,982
1.1579,1.15815,1.15828,1.15784,1.15799,1.15824,1.15837,1.15792,937
1.15815,1.1577,1.15825,1.15767,1.15824,1.15779,1.15834,1.15775,720
1.1577,1.15755,1.15784,1.15752,1.15779,1.15764,1.15793,1.15759,648
1.15755,1.15786,1.15817,1.15754,1.15764,1.15795,1.15825,1.15762,915
1.15786,1.15771,1.15796,1.15765,1.15795,1.15778,1.15806,1.15773,499
1.15771,1.15754,1.15771,1.15729,1.15778,1.15761,1.15777,1.15738,612
1.15754,1.15731,1.15766,1.1572,1.15761,1.15739,1.15776,1.15728,535
1.15731,1.15725,1.15741,1.15724,1.15739,1.15732,1.15748,1.15732,338
1.15725,1.15708,1.15726,1.15683,1.15732,1.15718,1.15735,1.15691,845
1.15708,1.15782,1.15791,1.15709,1.15718,1.15791,1.15801,1.15719,1033
1.15782,1.1578,1.15795,1.1577,1.15791,1.15787,1.15803,1.15779,739
1.1578,1.15824,1.15826,1.15773,1.15787,1.15834,1.15834,1.15781,613
1.15824,1.15851,1.15872,1.15823,1.15834,1.15859,1.1588,1.15833,1283
1.15851,1.15821,1.15866,1.15821,1.15859,1.1583,1.15874,1.15829,604
1.15821,1.15792,1.15821,1.15785,1.1583,1.15801,1.1583,1.15792,503
1.15792,1.1579,1.1583,1.15784,1.15801,1.15799,1.15839,1.15793,428
1.1579,1.15797,1.15813,1.15788,1.15799,1.15806,1.15822,1.15797,412
1.15797,1.15765,1.15801,1.15765,1.15806,1.15774,1.1581,1.15774,505
1.15765,1.15755,1.15773,1.1575,1.15774,1.15764,1.15781,1.15757,351
1.15755,1.1574,1.15764,1.15725,1.15764,1.15749,1.15773,1.15733,922
1.1574,1.15742,1.15745,1.15713,1.15749,1.15751,1.15753,1.15721,742
1.15742,1.15745,1.15757,1.15735,1.15751,1.15754,1.15766,1.15743,395
1.15745,1.15709,1.15746,1.15703,1.15754,1.15718,1.15754,1.15712,342
1.15709,1.15755,1.15756,1.15707,1.15718,1.15764,1.15766,1.15715,485
1.15755,1.15753,1.1577,1.15747,1.15764,1.1576,1.1578,1.15752,487
1.15753,1.15765,1.15765,1.15742,1.1576,1.15773,1.15774,1.15749,428
1.15765,1.1575,1.15771,1.15723,1.15773,1.15757,1.1578,1.15729,650
1.1575,1.15746,1.1576,1.15736,1.15757,1.15755,1.15768,1.15744,517
1.15746,1.1576,1.15769,1.15742,1.15755,1.15768,1.15778,1.15751,507
1.1576,1.15777,1.15796,1.1576,1.15768,1.15785,1.15805,1.15769,622
1.15777,1.15792,1.15795,1.15776,1.15785,1.15801,1.15804,1.15784,337
1.15792,1.15805,1.15807,1.15778,1.15801,1.15812,1.15815,1.15787,651
1.15805,1.15824,1.15827,1.15794,1.15812,1.15833,1.15835,1.15801,348
1.15824,1.15824,1.15829,1.15813,1.15833,1.15833,1.15837,1.15821,188
1.15824,1.15843,1.1585,1.15824,1.15833,1.15852,1.15859,1.15832,209
1.15843,1.15907,1.15934,1.15843,1.15852,1.15917,1.15944,1.15851,436
1.15907,1.15914,1.15917,1.15892,1.15917,1.15923,1.15926,1.15901,215
1.15914,1.1593,1.15935,1.15912,1.15923,1.1594,1.15943,1.15919,268
1.1593,1.15895,1.15931,1.15892,1.1594,1.15904,1.1594,1.15901,355
1.15895,1.15895,1.15897,1.1589,1.15904,1.15903,1.15906,1.15899,73
1.15895,1.15905,1.15909,1.15884,1.15903,1.15915,1.15916,1.15893,372
1.15905,1.15885,1.1591,1.15882,1.15915,1.15895,1.15921,1.15891,186
1.15885,1.15885,1.15886,1.15883,1.15895,1.15893,1.15895,1.1589,59
1.15885,1.15873,1.15899,1.15865,1.15893,1.15917,1.15932,1.15893,140
1.15873,1.15883,1.15883,1.15867,1.15917,1.15892,1.15929,1.15892,66
1.15883,1.15866,1.15883,1.15866,1.15892,1.15916,1.15921,1.1588,109
1.15866,1.15887,1.15887,1.15865,1.15916,1.159,1.15916,1.15889,392
1.15887,1.1589,1.1589,1.15887,1.159,1.159,1.15902,1.15899,265
1.1589,1.15863,1.15888,1.15844,1.159,1.15883,1.15899,1.15865,217
1.15863,1.15844,1.15864,1.15843,1.15883,1.15868,1.15889,1.15858,135
1.15844,1.15849,1.15864,1.15843,1.15868,1.15873,1.15884,1.15867,212
1.15849,1.15848,1.15856,1.15845,1.15873,1.1587,1.15883,1.15866,141
1.15848,1.15845,1.15849,1.15845,1.1587,1.15859,1.15867,1.15858,88
1.15845,1.15832,1.15849,1.15829,1.15859,1.15852,1.15868,1.1585,321
1.15832,1.15843,1.15848,1.1583,1.15852,1.15858,1.15862,1.15847,1711
1.15843,1.15842,1.15848,1.15827,1.15858,1.15853,1.15865,1.15845,953
1.15842,1.15856,1.15863,1.15838,1.15853,1.15865,1.15871,1.15851,578
1.15856,1.15847,1.15863,1.15845,1.15865,1.15856,1.15872,1.15855,263
1.15847,1.15843,1.15852,1.15843,1.15856,1.15853,1.15861,1.15853,182
1.15843,1.15856,1.15856,1.15844,1.15853,1.15865,1.15865,1.15854,65
1.15856,1.15852,1.15857,1.15846,1.15865,1.15861,1.15866,1.15855,49
1.15852,1.15847,1.15851,1.15846,1.15861,1.15857,1.15861,1.15855,29
1.15847,1.15841,1.15848,1.15838,1.15857,1.15851,1.15858,1.15847,68
1.15841,1.15851,1.15852,1.15838,1.15851,1.1586,1.15861,1.15848,74
1.15851,1.1586,1.15861,1.15852,1.1586,1.15869,1.1587,1.1586,40
1.1586,1.1586,1.15884,1.15858,1.15869,1.15871,1.15896,1.15867,118
1.1586,1.15881,1.15882,1.15863,1.15871,1.1589,1.15892,1.15871,75
1.15881,1.15882,1.15888,1.15872,1.1589,1.15892,1.15898,1.15884,93
1.15882,1.15886,1.15887,1.15876,1.15892,1.15895,1.15897,1.15886,91
1.15886,1.15891,1.15896,1.15875,1.15895,1.159,1.15905,1.15885,198
1.15891,1.15876,1.15892,1.15872,1.159,1.15886,1.15901,1.15881,197
1.15876,1.15881,1.15892,1.15876,1.15886,1.1589,1.15901,1.15885,247
1.15881,1.15882,1.15886,1.15877,1.1589,1.15891,1.15895,1.15886,133
1.15882,1.15942,1.1595,1.15881,1.15891,1.15951,1.15958,1.15891,750
1.15942,1.15932,1.15947,1.15917,1.15951,1.15941,1.15956,1.15925,324
1.15932,1.15938,1.15944,1.15931,1.15941,1.15947,1.15954,1.15939,149
1.15938,1.15944,1.15952,1.15934,1.15947,1.15952,1.15961,1.15942,162
1.15944,1.15945,1.15952,1.15928,1.15952,1.15954,1.15959,1.15937,261
1.15945,1.15901,1.15948,1.15898,1.15954,1.1591,1.15957,1.15906,354
1.15901,1.15878,1.15908,1.15871,1.1591,1.15885,1.15917,1.1588,458
1.15878,1.15867,1.15887,1.15858,1.15885,1.15875,1.15895,1.15866,344
1.15867,1.15838,1.15868,1.15825,1.15875,1.15846,1.15875,1.15833,264
1.15838,1.15818,1.1584,1.15805,1.15846,1.15825,1.15848,1.15812,500
1.15818,1.15811,1.1583,1.158,1.15825,1.1582,1.15839,1.15809,468
1.15811,1.15795,1.15813,1.1578,1.1582,1.15804,1.1582,1.15788,381
1.15795,1.15786,1.15796,1.15779,1.15804,1.15795,1.15805,1.15787,313
1.15786,1.15804,1.1581,1.15781,1.15795,1.15812,1.15819,1.1579,246
1.15804,1.15766,1.15813,1.15766,1.15812,1.15775,1.15821,1.15775,402
1.15766,1.15767,1.15774,1.15759,1.15775,1.15776,1.15783,1.15767,417
1.15767,1.15782,1.15787,1.15767,1.15776,1.1579,1.15795,1.15776,311
1.15782,1.15772,1.15789,1.15771,1.1579,1.1578,1.15798,1.15777,450
1.15772,1.15757,1.15801,1.15756,1.1578,1.15764,1.15809,1.15764,502
1.15757,1.15741,1.15773,1.15738,1.15764,1.15751,1.15781,1.15747,800
1.15741,1.15752,1.15758,1.15726,1.15751,1.15762,1.15768,1.15736,549
1.15752,1.15767,1.15777,1.15751,1.15762,1.15776,1.15786,1.15762,383
1.15767,1.15803,1.15833,1.15766,1.15776,1.15811,1.15843,1.15776,1092
1.15803,1.15806,1.15828,1.15802,1.15811,1.15814,1.15837,1.15811,473
1.15806,1.15836,1.15837,1.15803,1.15814,1.15845,1.15846,1.15812,357
1.15836,1.15837,1.15862,1.15819,1.15845,1.15847,1.15871,1.15828,803
1.15837,1.15843,1.15851,1.15831,1.15847,1.15852,1.1586,1.15842,578
1.15843,1.15799,1.15843,1.15797,1.15852,1.15809,1.15852,1.15806,602
1.15799,1.15781,1.158,1.15771,1.15809,1.15789,1.15809,1.1578,334
1.15781,1.15799,1.15802,1.15781,1.15789,1.15807,1.15811,1.1579,230
1.15799,1.15814,1.15823,1.15788,1.15807,1.15822,1.15831,1.15797,263
1.15814,1.1586,1.15879,1.15813,1.15822,1.15869,1.15889,1.15822,747
1.1586,1.15859,1.15868,1.15841,1.15869,1.15868,1.15878,1.1585,524
1.15859,1.15833,1.1586,1.15829,1.15868,1.15842,1.15868,1.15838,288
