Date,SPY,MSFT,INTC,GS,AMZN,AAPL,.VIX
04/01/2010,113.330002,30.950001,20.879999,173.080002,133.899994,30.572857,20.040001
05/01/2010,113.629997,30.959999,20.870001,176.139999,134.690002,30.625713,19.35
06/01/2010,113.709999,30.77,20.799999,174.259995,132.25,30.138571,19.16
07/01/2010,114.190002,30.450001,20.6,177.669998,130,30.082857,19.059999
08/01/2010,114.57,30.66,20.83,174.309998,133.520004,30.282858,18.129999
11/01/2010,114.730003,30.27,20.950001,171.559998,130.309998,30.015715,17.549999
12/01/2010,113.660004,30.07,20.610001,167.820007,127.349998,29.674286,18.25
13/01/2010,114.620003,30.35,20.959999,169.070007,129.110001,30.092857,17.85
14/01/2010,114.93,30.959999,21.48,168.529999,127.349998,29.918571,17.629999
15/01/2010,113.639999,30.860001,20.799999,165.210007,127.139999,29.418571,17.91
19/01/2010,115.059998,31.1,21.049999,166.860001,127.610001,30.719999,17.58
20/01/2010,113.889999,30.59,21.08,167.789993,125.779999,30.247143,18.68
21/01/2010,111.699997,30.01,20.84,160.869995,126.620003,29.724285,22.27
22/01/2010,109.209999,28.959999,19.91,154.119995,121.43,28.25,27.309999
25/01/2010,109.769997,29.32,20.32,154.979996,120.309998,29.01,25.41
26/01/2010,109.309998,29.5,20,150.880005,119.480003,29.42,24.549999
27/01/2010,109.830002,29.67,20.24,151.5,122.75,29.697144,23.139999
28/01/2010,108.57,29.16,19.92,153.289993,126.029999,28.469999,23.73
29/01/2010,107.389999,28.18,19.4,148.720001,125.410004,27.437143,24.620001
01/02/2010,109.059998,28.41,19.610001,153.130005,118.870003,27.818571,22.59
02/02/2010,110.379997,28.459999,19.91,156.940002,118.120003,27.98,21.48
03/02/2010,109.830002,28.629999,19.68,157.229996,119.099998,28.461428,21.6
04/02/2010,106.440002,27.84,19.02,150.679993,115.940002,27.435715,26.08
05/02/2010,106.660004,28.02,19.469999,154.160004,117.389999,27.922857,26.110001
08/02/2010,105.889999,27.719999,19.35,151.100006,116.830002,27.731428,26.51
09/02/2010,107.220001,28.01,19.65,152.490005,118.029999,28.027143,26
10/02/2010,107.010002,27.99,19.690001,153.630005,117.360001,27.874287,25.4
11/02/2010,108.129997,28.120001,20.059999,154.050003,120.089996,28.381428,23.959999
12/02/2010,108.040001,27.93,20.43,153.929993,119.660004,28.625713,22.73
16/02/2010,109.739998,28.35,20.719999,157.399994,117.529999,29.057142,22.25
17/02/2010,110.260002,28.59,20.66,157.259995,116.309998,28.935715,21.719999
18/02/2010,110.910004,28.969999,20.84,155.729996,118.080002,28.99,20.629999
19/02/2010,111.139999,28.77,20.82,156.179993,117.519997,28.809999,20.02
22/02/2010,111.160004,28.73,20.870001,156.710007,118.010002,28.631428,19.940001
23/02/2010,109.809998,28.33,20.389999,156.699997,117.239998,28.151428,21.370001
24/02/2010,110.82,28.629999,20.700001,158.330002,119.720001,28.665714,20.27
25/02/2010,110.669998,28.6,20.629999,156.440002,118.199997,28.857143,20.1
26/02/2010,110.739998,28.67,20.530001,156.350006,118.400002,29.231428,19.5
01/03/2010,111.889999,29.02,20.870001,156.539993,124.540001,29.855715,19.26
02/03/2010,112.199997,28.459999,20.700001,158.75,125.529999,29.835714,19.059999
03/03/2010,112.300003,28.459999,20.52,157.720001,125.889999,29.904285,18.83
04/03/2010,112.639999,28.629999,20.530001,163.610001,128.529999,30.101429,18.719999
05/03/2010,114.25,28.59,20.790001,167.179993,128.910004,31.278572,17.42
08/03/2010,114.269997,28.629999,20.77,169.839996,130.110001,31.297142,17.790001
09/03/2010,114.459999,28.799999,20.940001,168.850006,128.820007,31.860001,17.92
10/03/2010,114.970001,28.969999,21.190001,171.940002,130.509995,32.119999,18.57
11/03/2010,115.449997,29.18,21.25,173.509995,133.580002,32.214287,18.059999
12/03/2010,115.459999,29.27,21.27,174.960007,131.820007,32.371429,17.58
15/03/2010,115.489998,29.290001,21.17,173.529999,131.130005,31.977142,18
16/03/2010,116.410004,29.370001,22.01,176.190002,131.789993,32.064285,17.690001
17/03/2010,117.099998,29.629999,22.24,176.639999,131.339996,32.017143,16.91
18/03/2010,117.040001,29.610001,22.200001,177.449997,132.759995,32.092857,16.620001
19/03/2010,115.970001,29.59,21.99,177.899994,130.350006,31.75,16.969999
22/03/2010,116.589996,29.6,22.24,176.160004,130.470001,32.107143,16.870001
23/03/2010,117.410004,29.879999,22.67,174.830002,129.259995,32.622856,16.35
24/03/2010,116.839996,29.65,22.43,174.410004,128.039993,32.767143,17.549999
25/03/2010,116.650002,30.01,22.35,174.899994,134.729996,32.378571,18.4
26/03/2010,116.580002,29.66,22.24,172.869995,135.059998,32.985714,17.77
29/03/2010,117.32,29.59,22.33,174.050003,135.119995,33.19857,17.59
30/03/2010,117.400002,29.77,22.34,171.380005,136.580002,33.692856,17.129999
31/03/2010,117,29.290001,22.290001,170.630005,135.770004,33.57143,17.59
01/04/2010,117.800003,29.16,22.389999,170.220001,131.809998,33.709999,17.469999
05/04/2010,118.760002,29.27,22.59,173.160004,131.490005,34.07,17.02
06/04/2010,119.040001,29.32,22.4,172.899994,135.559998,34.220001,16.23
07/04/2010,118.360001,29.35,22.450001,176.360001,134.869995,34.371429,16.620001
08/04/2010,118.769997,29.92,22.309999,179.5,140.960007,34.278572,16.48
09/04/2010,119.550003,30.34,22.549999,179.119995,140.059998,34.541428,16.139999
12/04/2010,119.739998,30.32,22.540001,177.839996,141.199997,34.612858,15.58
13/04/2010,119.830002,30.450001,22.77,179.25,140.160004,34.632858,16.200001
14/04/2010,121.190002,30.82,23.52,184.919998,144.279999,35.098572,15.59
15/04/2010,121.290001,30.870001,24.219999,184.270004,145.820007,35.560001,15.89
16/04/2010,119.360001,30.67,23.92,160.699997,142.169998,35.342857,18.360001
19/04/2010,119.809998,31.040001,24,163.320007,142.429993,35.295715,17.34
20/04/2010,120.879997,31.360001,24.120001,159.979996,144.199997,34.941429,15.73
21/04/2010,120.660004,31.33,23.799999,158.929993,146.429993,37.031429,16.32
22/04/2010,121.019997,31.389999,23.99,159.050003,150.089996,38.067142,16.469999
23/04/2010,121.809998,30.959999,24.040001,157.399994,143.630005,38.689999,16.620001
26/04/2010,121.349998,31.110001,23.82,152.029999,147.110001,38.5,17.469999
27/04/2010,118.480003,30.85,23.35,153.039993,142.020004,37.434284,22.809999
28/04/2010,119.379997,30.91,23.26,157.009995,139.350006,37.371429,21.08
29/04/2010,120.860001,31,23.49,160.240005,141.729996,38.377144,18.440001
30/04/2010,118.809998,30.540001,22.84,145.199997,137.100006,37.298573,22.049999
03/05/2010,120.349998,30.860001,23.26,149.5,137.490005,38.049999,20.190001
04/05/2010,117.519997,30.129999,22.559999,149.449997,129.830002,36.954285,23.84
05/05/2010,116.82,29.85,22.17,148.190002,130.929993,36.57,24.91
06/05/2010,112.940002,28.98,21.51,142.320007,128.710007,35.17857,32.799999
07/05/2010,111.260002,28.209999,21.309999,142.990005,124.980003,33.694286,40.950001
10/05/2010,116.160004,28.940001,22.549999,143.830002,131.289993,36.284286,28.84
11/05/2010,115.830002,28.879999,22.280001,141.970001,130.460007,36.645714,28.32
12/05/2010,117.449997,29.440001,23.09,147.199997,133.869995,37.441429,25.52
13/05/2010,115.989998,29.24,22.5,144.649994,131.470001,36.908573,26.68
14/05/2010,113.889999,28.93,21.889999,143.229996,128.529999,36.259998,31.24
17/05/2010,113.949997,28.940001,22.02,142.639999,128.910004,36.317142,30.84
18/05/2010,112.400002,28.6,21.43,137.360001,126.279999,36.05143,33.549999
19/05/2010,111.760002,28.24,21.6,140.100006,124.589996,35.477142,35.32
20/05/2010,107.540001,27.110001,20.790001,136.100006,119.709999,33.965714,45.790001
21/05/2010,109.110001,26.84,20.91,140.619995,122.720001,34.617142,40.099998
24/05/2010,107.709999,26.27,20.67,136.690002,122.120003,35.251427,38.32
25/05/2010,107.82,26.07,20.85,142.559998,124.860001,35.031429,34.610001
26/05/2010,107.169998,25.01,20.700001,140.300003,123.209999,34.872856,35.02
27/05/2010,110.760002,26,21.76,144.949997,126.699997,36.192856,29.68
28/05/2010,109.370003,25.799999,21.42,144.259995,125.459999,36.697144,32.07
01/06/2010,107.529999,25.889999,21.18,141.860001,123.239998,37.261429,35.540001
02/06/2010,110.330002,26.459999,21.809999,144.830002,126.309998,37.707142,30.17
03/06/2010,110.709999,26.860001,21.9,144.039993,128.759995,37.58857,29.459999
04/06/2010,106.82,25.790001,20.950001,142.25,122.769997,36.565716,35.48
07/06/2010,105.489998,25.290001,20.309999,138.679993,122.010002,35.848572,36.57
08/06/2010,106.620003,25.110001,20.18,137.779999,118.839996,35.618572,33.700001
09/06/2010,106.050003,24.790001,19.93,136.800003,117.910004,34.742859,33.73
10/06/2010,109.150002,25,20.549999,133.770004,123.209999,35.787144,30.57
11/06/2010,109.68,25.66,20.639999,135.639999,123.029999,36.215714,28.790001
14/06/2010,109.510002,25.5,20.889999,133.440002,123.830002,36.325714,28.58
15/06/2010,112,26.58,21.48,136.899994,126.839996,37.098572,25.870001
16/06/2010,111.959999,26.32,21.49,137.059998,126.900002,38.17857,25.92
17/06/2010,112.139999,26.370001,21.52,137.320007,125.889999,38.83857,25.049999
18/06/2010,111.730003,26.440001,21.4,138.179993,125.830002,39.152859,23.950001
21/06/2010,111.410004,25.950001,21.190001,137.740005,122.550003,38.595715,24.879999
22/06/2010,109.57,25.77,20.98,134.789993,122.309998,39.121429,27.049999
23/06/2010,109.230003,25.309999,20.809999,135.070007,121.449997,38.709999,26.91
24/06/2010,107.419998,25,20.32,134.979996,118.330002,38.42857,29.74
25/06/2010,107.870003,24.530001,20.030001,139.660004,121,38.099998,28.530001
28/06/2010,107.529999,24.309999,20.360001,136.660004,117.800003,38.328571,29
29/06/2010,104.209999,23.309999,19.790001,133.759995,108.610001,36.595715,34.130001
30/06/2010,103.220001,23.01,19.450001,131.270004,109.260002,35.932858,34.540001
01/07/2010,102.760002,23.16,19.25,131.139999,110.959999,35.497143,32.860001
02/07/2010,102.199997,23.27,19.200001,131.080002,109.139999,35.277142,30.120001
06/07/2010,102.870003,23.82,19.48,132.259995,110.059998,35.51857,29.65
07/07/2010,106.110001,24.299999,20.139999,135.830002,113.43,36.952858,26.84
08/07/2010,107.160004,24.41,20.1,135.460007,116.220001,36.869999,25.709999
09/07/2010,107.959999,24.27,20.24,138.059998,117.260002,37.08857,24.98
12/07/2010,108.029999,24.83,20.57,137.25,119.510002,36.755714,24.43
13/07/2010,109.660004,25.129999,21.01,140.25,123.650002,35.971428,24.559999
14/07/2010,109.650002,25.440001,21.360001,139.059998,123.300003,36.104286,24.889999
15/07/2010,109.68,25.51,21.51,145.220001,122.059998,35.921429,25.139999
16/07/2010,106.660004,24.889999,21.02,146.169998,118.489998,35.700001,26.25
19/07/2010,107.290001,25.23,21.59,145.679993,119.940002,35.082859,25.969999
20/07/2010,108.480003,25.48,21.65,148.910004,120.099998,35.984287,23.93
21/07/2010,107.07,25.120001,21.26,146.990005,117.43,36.32,25.639999
22/07/2010,109.459999,25.84,21.780001,146.550003,120.07,37.002857,24.629999
23/07/2010,110.410004,25.809999,21.690001,147.380005,118.870003,37.134285,23.469999
26/07/2010,111.559998,26.1,21.709999,148.199997,118.400002,37.040001,22.73
27/07/2010,111.550003,26.16,21.58,147.229996,117.129997,37.725716,23.190001
28/07/2010,110.830002,25.950001,21.33,147.199997,117.129997,37.279999,24.25
29/07/2010,110.290001,26.030001,21.030001,152.580002,116.860001,36.872856,24.129999
30/07/2010,110.269997,25.809999,20.6,150.820007,117.889999,36.75,23.5
02/08/2010,112.760002,26.33,21.15,152.740005,120.07,37.407143,22.01
03/08/2010,112.220001,26.16,20.870001,153.190002,122.419998,37.418571,22.629999
04/08/2010,112.970001,25.73,20.73,156.410004,127.580002,37.568573,22.209999
05/08/2010,112.849998,25.370001,20.67,155.919998,127.830002,37.385715,22.1
06/08/2010,112.389999,25.549999,20.65,155.179993,128.320007,37.155716,21.74
09/08/2010,112.989998,25.610001,20.65,155.399994,128.830002,37.392857,22.139999
10/08/2010,112.379997,25.07,19.82,153.899994,130,37.058571,22.370001
11/08/2010,109.300003,24.860001,19.43,149.25,125.889999,35.741428,25.389999
12/08/2010,108.629997,24.49,19.450001,149.419998,126.559998,35.970001,25.73
13/08/2010,108.309998,24.4,19.15,148.080002,124.690002,35.585712,26.24
16/08/2010,108.260002,24.5,19.469999,147.759995,126.07,35.377144,26.1
17/08/2010,109.589996,24.709999,19.530001,148.589996,128.860001,35.995716,24.33
18/08/2010,109.790001,24.82,19.59,149.199997,129.649994,36.152859,24.59
19/08/2010,107.879997,24.440001,18.9,147.050003,127.57,35.697144,26.440001
20/08/2010,107.529999,24.23,18.91,148.240005,127.760002,35.662857,25.49
23/08/2010,107.120003,24.280001,18.700001,146.740005,126.599998,35.114285,25.66
24/08/2010,105.529999,24.040001,18.41,143.949997,124.529999,34.275715,27.459999
25/08/2010,105.940002,24.1,18.48,144.679993,126.849998,34.69857,26.700001
26/08/2010,105.230003,23.82,18.18,141.809998,124.860001,34.325714,27.370001
27/08/2010,106.860001,23.93,18.370001,139.75,126.639999,34.517143,24.450001
30/08/2010,105.309998,23.639999,17.959999,136.660004,123.790001,34.642857,27.209999
31/08/2010,105.309998,23.469999,17.67,136.929993,124.830002,34.728573,26.049999
01/09/2010,108.459999,23.9,18.139999,139.740005,132.490005,35.761429,23.889999
02/09/2010,109.470001,23.940001,18.280001,139.779999,135.210007,36.024284,23.190001
03/09/2010,110.889999,24.290001,18.43,147.289993,138.789993,36.967144,21.309999
07/09/2010,109.639999,23.959999,18.120001,145.210007,137.220001,36.830002,23.799999
08/09/2010,110.410004,23.93,17.9,147.539993,139.139999,37.560001,23.25
09/09/2010,110.919998,24.01,18,149.139999,140.380005,37.581429,22.809999
10/09/2010,111.480003,23.85,17.969999,150.389999,142.440002,37.630001,21.99
13/09/2010,112.720001,25.110001,18.559999,154.369995,145.070007,38.148571,21.209999
14/09/2010,112.650002,25.030001,18.74,152.529999,145.75,38.294285,21.559999
15/09/2010,113.080002,25.120001,18.719999,152.559998,145.449997,38.602856,22.1
16/09/2010,113.050003,25.33,18.969999,152.229996,148.130005,39.509998,21.719999
17/09/2010,112.489998,25.219999,18.809999,150.979996,148.320007,39.33857,22.01
20/09/2010,114.209999,25.43,18.93,151.899994,151.300003,40.46143,21.5
21/09/2010,113.980003,25.15,19.139999,151.399994,150.729996,40.53857,22.35
22/09/2010,113.419998,24.610001,19.01,148.070007,151.830002,41.107143,22.51
23/09/2010,112.5,24.43,18.98,144.910004,152.850006,41.274284,23.870001
24/09/2010,114.82,24.780001,19.42,147.279999,160.729996,41.759998,21.709999
27/09/2010,114.269997,24.73,19.24,146,159.369995,41.594284,22.540001
28/09/2010,114.669998,24.68,19.51,145.009995,159.699997,40.98,22.6
29/09/2010,114.470001,24.5,19.24,144.419998,158.990005,41.052856,23.25
30/09/2010,114.129997,24.49,19.200001,144.580002,157.059998,40.535713,23.700001
01/10/2010,114.610001,24.379999,19.32,147.699997,153.710007,40.360001,22.5
04/10/2010,113.75,23.91,18.870001,146.570007,155.389999,39.805714,23.530001
05/10/2010,116.040001,24.35,19.15,149.570007,160.869995,41.277142,21.76
06/10/2010,116.029999,24.43,19.309999,150.839996,155.399994,41.312859,21.49
07/10/2010,115.889999,24.530001,19.4,151.110001,156.270004,41.317142,21.559999
08/10/2010,116.540001,24.57,19.52,152.660004,155.550003,42.009998,20.709999
11/10/2010,116.650002,24.59,19.559999,152.199997,153.029999,42.194286,18.959999
12/10/2010,117.010002,24.83,19.77,155.210007,156.479996,42.648571,18.93
13/10/2010,117.919998,25.34,19.24,154.729996,155.169998,42.877144,19.07
14/10/2010,117.459999,25.23,19.32,151.589996,155.529999,43.187141,19.879999
15/10/2010,117.699997,25.540001,19.32,150.690002,164.639999,44.962856,19.030001
18/10/2010,118.279999,25.82,19.190001,153.699997,163.559998,45.42857,19.09
19/10/2010,116.730003,25.1,19.209999,156.720001,158.669998,44.212856,20.629999
20/10/2010,117.870003,25.309999,19.639999,159.600006,158.669998,44.361427,19.790001
21/10/2010,118.129997,25.42,19.76,159.300003,164.970001,44.217144,19.27
22/10/2010,118.349998,25.379999,19.84,157.759995,169.130005,43.924286,18.780001
25/10/2010,118.699997,25.190001,19.870001,157.389999,169,44.119999,19.85
26/10/2010,118.720001,25.9,20.040001,158.289993,169.949997,44.007141,20.219999
27/10/2010,118.379997,26.049999,20.190001,160.149994,167.509995,43.975716,20.709999
28/10/2010,118.400002,26.280001,20.469999,163.240005,166.839996,43.605713,20.879999
29/10/2010,118.489998,26.67,20.049999,161.130005,165.229996,42.997143,21.200001
01/11/2010,118.529999,26.950001,20.57,161.570007,162.580002,43.454285,21.83
02/11/2010,119.470001,27.389999,20.34,162.820007,164.610001,44.194286,21.57
03/11/2010,119.949997,27.030001,20.48,162.630005,168.470001,44.685715,19.559999
04/11/2010,122.260002,27.139999,20.969999,166.389999,168.929993,45.467144,18.52
05/11/2010,122.720001,26.85,21.24,171.070007,170.770004,45.304287,18.26
08/11/2010,122.489998,26.809999,21.23,169.199997,171.990005,45.517143,18.290001
09/11/2010,121.610001,26.950001,21.16,166.550003,170.270004,45.154285,19.08
10/11/2010,122.099998,26.940001,21.040001,167.220001,173.330002,45.432858,18.469999
11/11/2010,121.639999,26.68,21.209999,167.710007,170.369995,45.235714,18.639999
12/11/2010,120.199997,26.27,21.530001,165.830002,165.679993,44.004284,20.610001
15/11/2010,120.029999,26.200001,21.299999,167.220001,158.899994,43.862858,20.200001
16/11/2010,118.160004,25.809999,21.07,165.100006,157.779999,43.084286,22.58
17/11/2010,118.220001,25.57,21.08,164.889999,158.350006,42.92857,21.76
18/11/2010,119.959999,25.84,21.02,167.350006,164.169998,44.061428,18.75
19/11/2010,120.290001,25.690001,21.139999,166.669998,164.820007,43.818573,18.040001
22/11/2010,120.190002,25.73,21.25,161.050003,170.389999,44.765713,18.370001
23/11/2010,118.449997,25.120001,21.09,157.779999,168.199997,44.104286,20.629999
24/11/2010,120.199997,25.370001,21.389999,160.259995,177.25,44.971428,19.559999
26/11/2010,118.800003,25.25,21.34,158.220001,177.199997,45,22.219999
29/11/2010,119.160004,25.309999,21.33,159.279999,179.490005,45.267143,21.530001
30/11/2010,118.489998,25.26,21.16,156.139999,175.399994,44.450001,23.540001
01/12/2010,121.010002,26.040001,21.48,158.449997,176.550003,45.200001,21.360001
02/12/2010,122.559998,26.889999,21.700001,162.5,176.529999,45.450001,19.389999
03/12/2010,122.889999,27.02,21.690001,162.309998,175.679993,45.348572,18.01
06/12/2010,122.760002,26.84,21.700001,162.649994,178.050003,45.735714,18.02
07/12/2010,122.830002,26.870001,21.58,161.589996,176.770004,45.458572,17.99
08/12/2010,123.279999,27.23,21.82,166.139999,176.289993,45.85857,17.74
09/12/2010,123.760002,27.08,21.809999,166.449997,174.850006,45.68,17.25
10/12/2010,124.480003,27.34,21.91,168.470001,175.619995,45.794285,17.610001
13/12/2010,124.559998,27.25,21.5,169.479996,174.25,45.952858,17.549999
14/12/2010,124.669998,27.620001,21.469999,167.330002,173.940002,45.755714,17.610001
15/12/2010,124.099998,27.85,21.280001,165.210007,175.570007,45.765713,17.940001
16/12/2010,124.82,27.99,21.299999,164.460007,178.039993,45.892857,17.389999
17/12/2010,124.300003,27.9,21.459999,164.039993,177.580002,45.80143,16.110001
20/12/2010,124.599998,27.809999,21.23,166.050003,183.289993,46.029999,16.41
21/12/2010,125.389999,28.07,21.1,168.229996,184.75,46.314285,16.49
22/12/2010,125.779999,28.190001,20.889999,169.600006,184.759995,46.451427,15.45
23/12/2010,125.599998,28.299999,20.84,167.600006,182.589996,46.228573,16.469999
27/12/2010,125.650002,28.07,20.84,169.830002,182.139999,46.382858,17.67
28/12/2010,125.830002,28.01,20.879999,169.190002,181.089996,46.495716,17.52
29/12/2010,125.919998,27.969999,20.940001,167.630005,183.369995,46.470001,17.280001
30/12/2010,125.720001,27.85,21.02,167.639999,182.75,46.237144,17.52
31/12/2010,125.75,27.91,21.030001,168.160004,180,46.080002,17.75
03/01/2011,127.050003,27.98,20.85,173.050003,184.220001,47.081429,17.610001
04/01/2011,126.980003,28.09,21.15,173.080002,185.009995,47.327145,17.379999
05/01/2011,127.639999,28,20.940001,174,187.419998,47.714287,17.02
06/01/2011,127.389999,28.82,20.77,172.210007,185.860001,47.675713,17.4
07/01/2011,127.139999,28.6,20.66,170.690002,185.490005,48.017143,17.139999
10/01/2011,126.980003,28.219999,20.690001,169.759995,184.679993,48.921429,17.540001
11/01/2011,127.43,28.110001,21.049999,169.360001,184.339996,48.805714,16.889999
12/01/2011,128.580002,28.549999,21.299999,171.669998,184.080002,49.202858,16.24
13/01/2011,128.369995,28.190001,21.290001,171.570007,185.529999,49.382858,16.389999
14/01/2011,129.300003,28.299999,21.08,175,188.75,49.782856,15.46
18/01/2011,129.520004,28.66,21.08,174.679993,191.25,48.664288,15.87
19/01/2011,128.25,28.469999,21.01,166.490005,186.869995,48.405716,17.309999
20/01/2011,128.080002,28.35,20.950001,165.690002,181.960007,47.525715,17.99
21/01/2011,128.369995,28.02,20.82,166.199997,177.419998,46.674286,18.469999
24/01/2011,129.100006,28.379999,21.24,166.300003,176.850006,48.207142,17.65
25/01/2011,129.169998,28.450001,21.549999,161.979996,176.699997,48.771427,17.59
26/01/2011,129.669998,28.780001,21.75,161.309998,175.389999,49.121429,16.639999
27/01/2011,129.990005,28.870001,21.75,164.029999,184.449997,49.029999,16.15
28/01/2011,127.720001,27.75,21.459999,161.770004,171.139999,48.014286,20.040001
31/01/2011,128.679993,27.73,21.459999,163.619995,169.639999,48.474285,19.530001
01/02/2011,130.740005,27.99,21.48,165.330002,172.110001,49.290001,17.629999
02/02/2011,130.490005,27.940001,21.559999,165.050003,173.529999,49.188572,17.299999
03/02/2011,130.779999,27.65,21.57,164.639999,173.710007,49.062859,16.690001
04/02/2011,131.149994,27.77,21.68,164.830002,175.929993,49.5,15.93
07/02/2011,131.970001,28.200001,21.690001,167.130005,176.429993,50.26857,16.280001
08/02/2011,132.570007,28.280001,21.639999,168.550003,183.059998,50.742859,15.81
09/02/2011,132.270004,27.969999,21.459999,166.009995,185.300003,51.165714,15.87
10/02/2011,132.320007,27.5,21.799999,165.339996,186.210007,50.648571,16.09
11/02/2011,133.110001,27.25,21.76,166.660004,189.25,50.978573,15.69
14/02/2011,133.429993,27.23,21.57,167.520004,190.419998,51.311428,15.95
15/02/2011,133.009995,26.959999,21.450001,167.910004,189.029999,51.414288,16.370001
16/02/2011,133.850006,27.02,21.75,168.809998,186.619995,51.875713,16.719999
17/02/2011,134.25,27.209999,21.969999,167.160004,187.759995,51.185715,16.59
18/02/2011,134.529999,27.059999,22.139999,168.039993,186.5,50.080002,16.43
22/02/2011,131.830002,26.59,21.809999,162.940002,180.419998,48.372856,20.799999
23/02/2011,131.020004,26.59,21.15,163.089996,176.679993,48.945713,22.129999
24/02/2011,130.929993,26.77,21.290001,163.440002,177.75,48.982857,21.32
25/02/2011,132.330002,26.549999,21.860001,165.119995,177.240005,49.737144,19.219999
28/02/2011,133.149994,26.58,21.469999,163.779999,173.289993,50.458572,18.35
01/03/2011,130.929993,26.16,21.389999,161.309998,169.440002,49.901428,21.01
02/03/2011,131.210007,26.08,21.49,161.690002,172.020004,50.302856,20.700001
03/03/2011,133.470001,26.200001,21.790001,164.490005,172.789993,51.365715,18.6
04/03/2011,132.470001,25.950001,21.559999,161,171.669998,51.42857,19.059999
07/03/2011,131.429993,25.719999,21.209999,159.149994,169.080002,50.765713,20.66
08/03/2011,132.580002,25.91,21.129999,161.300003,166.889999,50.822857,19.82
09/03/2011,132.389999,25.889999,21.200001,162.350006,169.050003,50.352856,20.219999
10/03/2011,129.940002,25.41,20.790001,160.270004,166.139999,49.524284,21.879999
11/03/2011,130.839996,25.68,20.870001,160.679993,168.070007,50.284286,20.08
14/03/2011,130.050003,25.690001,20.84,158.429993,166.729996,50.508572,21.129999
15/03/2011,128.559998,25.389999,20.18,157.25,165.080002,49.347141,24.32
16/03/2011,126.18,24.790001,19.809999,154.380005,164.699997,47.144287,29.4
17/03/2011,127.849998,24.780001,19.9,155.75,160.970001,47.805714,26.370001
18/03/2011,127.760002,24.799999,19.93,159.960007,161.820007,47.238571,24.440001
21/03/2011,129.740005,25.33,20.190001,160.210007,164.520004,48.471428,20.610001
22/03/2011,129.289993,25.299999,20.15,160.789993,162.600006,48.742859,20.209999
23/03/2011,129.660004,25.540001,20.290001,159.529999,165.320007,48.455715,19.17
24/03/2011,130.899994,25.809999,20.379999,159.910004,171.100006,49.281429,18
25/03/2011,131.300003,25.620001,20.370001,157.970001,170.979996,50.220001,17.91
28/03/2011,130.979996,25.41,20.34,156.470001,169.350006,50.062859,19.440001
29/03/2011,131.860001,25.49,20.280001,158.470001,174.619995,50.137142,18.16
30/03/2011,132.770004,25.610001,20.459999,159.070007,179.419998,49.804287,17.709999
31/03/2011,132.589996,25.389999,20.18,158.600006,180.130005,49.787144,17.74
01/04/2011,133.149994,25.48,19.719999,160.229996,180.130005,49.222858,17.4
04/04/2011,133.259995,25.549999,19.49,158.899994,182.940002,48.741428,17.5
05/04/2011,133.240005,25.780001,19.709999,158.910004,185.289993,48.412857,17.25
06/04/2011,133.660004,26.15,19.950001,161.889999,182.759995,48.291428,16.9
07/04/2011,133.320007,26.200001,20.030001,162.399994,184.910004,48.297142,17.110001
08/04/2011,132.860001,26.07,20.02,160.960007,184.710007,47.865715,17.870001
11/04/2011,132.460007,25.98,20.120001,161.470001,184.039993,47.257141,16.59
12/04/2011,131.470001,25.639999,19.76,160.419998,180.479996,47.485714,17.09
13/04/2011,131.460007,25.629999,19.780001,160.169998,182.289993,48.01857,16.92
14/04/2011,131.559998,25.42,19.58,155.789993,181.820007,47.488571,16.27
15/04/2011,132.039993,25.370001,19.75,155.130005,180.009995,46.779999,15.32
18/04/2011,130.559998,25.08,19.620001,153.779999,178.339996,47.407143,16.959999
19/04/2011,131.309998,25.15,19.860001,151.860001,178.820007,48.265713,15.83
20/04/2011,133.100006,25.76,21.41,152.699997,183.869995,48.915714,15.07
21/04/2011,133.779999,25.52,21.459999,153.509995,185.889999,50.099998,14.69
25/04/2011,133.639999,25.610001,21.940001,152.190002,185.419998,50.43,15.77
26/04/2011,134.789993,26.190001,22.48,153.270004,182.300003,50.060001,15.62
27/04/2011,135.669998,26.379999,22.629999,152.860001,196.630005,50.021427,15.35
28/04/2011,136.110001,26.709999,22.799999,150.600006,195.070007,49.535713,14.62
29/04/2011,136.429993,25.92,23.15,151.009995,195.809998,50.01857,14.75
02/05/2011,136.220001,25.66,22.91,151.300003,201.190002,49.468571,15.99
03/05/2011,135.729996,25.809999,23.23,151.869995,198.449997,49.742859,16.700001
04/05/2011,134.830002,26.059999,23.5,151.520004,199.970001,49.938572,17.08
05/05/2011,133.610001,25.790001,23.610001,150.410004,197.110001,49.535713,18.200001
06/05/2011,134.199997,25.870001,23.25,150.100006,197.600006,49.522858,18.4
09/05/2011,134.720001,25.83,22.76,149.119995,200.800003,49.657143,17.16
10/05/2011,135.869995,25.67,23.030001,150.399994,203.940002,49.921429,15.91
11/05/2011,134.440002,25.360001,23.41,147.880005,204.380005,49.604286,16.950001
12/05/2011,135.080002,25.32,23.709999,142.75,206.070007,49.509998,16.030001
13/05/2011,134.039993,25.030001,23.41,141.460007,202.559998,48.642857,17.07
16/05/2011,133.190002,24.57,23.639999,140.600006,192.509995,47.614285,18.24
17/05/2011,133.169998,24.52,23.549999,140.809998,194.809998,48.02,17.549999
18/05/2011,134.360001,24.690001,23.879999,140.839996,197.089996,48.552856,16.23
19/05/2011,134.679993,24.719999,23.540001,139.339996,198.800003,48.647144,15.52
